 batch,IMC_val,history_count,variance,stdv,rel_err
619,  5.3427907E-01,445659,  2.0548870E-03,  4.5330861E-02,  7.8998085E-04
620,  5.2407429E-01,450115,  2.0516273E-03,  4.5294893E-02,  7.8998085E-04
621,  5.3520228E-01,454616,  2.0483689E-03,  4.5258909E-02,  7.8998085E-04
622,  5.2858467E-01,459162,  2.0450785E-03,  4.5222544E-02,  7.8998085E-04
623,  5.2428889E-01,463753,  2.0418463E-03,  4.5186793E-02,  7.8998085E-04
624,  5.2731133E-01,468390,  2.0385848E-03,  4.5150689E-02,  7.8998085E-04
625,  5.2726374E-01,473073,  2.0353340E-03,  4.5114676E-02,  7.8998085E-04
626,  5.1842679E-01,477803,  2.0322920E-03,  4.5080949E-02,  7.8998085E-04
627,  5.2581035E-01,482581,  2.0290768E-03,  4.5045276E-02,  7.8998085E-04
628,  5.2854766E-01,487406,  2.0258486E-03,  4.5009428E-02,  7.8998085E-04
629,  5.2900172E-01,492280,  2.0226290E-03,  4.4973648E-02,  7.8998085E-04
630,  5.2707084E-01,497202,  2.0194307E-03,  4.4938077E-02,  7.8998085E-04
631,  5.3110563E-01,502174,  2.0162329E-03,  4.4902482E-02,  7.8998085E-04
632,  5.3408711E-01,507195,  2.0130710E-03,  4.4867259E-02,  7.8998085E-04
633,  5.2689037E-01,512266,  2.0099046E-03,  4.4831960E-02,  7.8998085E-04
634,  5.3081301E-01,517388,  2.0067359E-03,  4.4796606E-02,  7.8998085E-04
635,  5.2967188E-01,522561,  2.0035757E-03,  4.4761320E-02,  7.8998085E-04
636,  5.2874440E-01,527786,  2.0004274E-03,  4.4726138E-02,  7.8998085E-04
637,  5.2493451E-01,533063,  1.9973249E-03,  4.4691441E-02,  7.8998085E-04
638,  5.2928285E-01,538393,  1.9941948E-03,  4.4656409E-02,  7.8998085E-04
639,  5.1948065E-01,543776,  1.9912419E-03,  4.4623333E-02,  7.8998085E-04
640,  5.2745792E-01,549213,  1.9881393E-03,  4.4588556E-02,  7.8998085E-04
641,  5.2504199E-01,554705,  1.9850733E-03,  4.4554162E-02,  7.8998085E-04
642,  5.2821689E-01,560252,  1.9819853E-03,  4.4519493E-02,  7.8998085E-04
643,  5.2179327E-01,565854,  1.9790028E-03,  4.4485984E-02,  7.8998085E-04
644,  5.2726866E-01,571512,  1.9759398E-03,  4.4451544E-02,  7.8998085E-04
645,  5.3327055E-01,577227,  1.9728950E-03,  4.4417282E-02,  7.8998085E-04
646,  5.3024049E-01,582999,  1.9698412E-03,  4.4382893E-02,  7.8998085E-04
647,  5.3294020E-01,588829,  1.9668118E-03,  4.4348752E-02,  7.8998085E-04
648,  5.2661741E-01,594717,  1.9637923E-03,  4.4314696E-02,  7.8998085E-04
649,  5.2376258E-01,600664,  1.9608226E-03,  4.4281177E-02,  7.8998085E-04
650,  5.2621541E-01,606670,  1.9578256E-03,  4.4247324E-02,  7.8998085E-04
651,  5.2929760E-01,612736,  1.9548186E-03,  4.4213331E-02,  7.8998085E-04
652,  5.2719520E-01,618863,  1.9518307E-03,  4.4179528E-02,  7.8998085E-04
653,  5.2156100E-01,625051,  1.9489451E-03,  4.4146858E-02,  7.8998085E-04
654,  5.3695808E-01,631301,  1.9460439E-03,  4.4113988E-02,  7.8998085E-04
655,  5.3270921E-01,637614,  1.9430859E-03,  4.4080448E-02,  7.8998085E-04
656,  5.1831682E-01,643990,  1.9403241E-03,  4.4049111E-02,  7.8998085E-04
657,  5.2524748E-01,650429,  1.9374019E-03,  4.4015928E-02,  7.8998085E-04
658,  5.2916834E-01,656933,  1.9344581E-03,  4.3982475E-02,  7.8998085E-04
659,  5.3098493E-01,663502,  1.9315249E-03,  4.3949117E-02,  7.8998085E-04
660,  5.3429049E-01,670137,  1.9286293E-03,  4.3916163E-02,  7.8998085E-04
661,  5.2476807E-01,676838,  1.9257494E-03,  4.3883361E-02,  7.8998085E-04
662,  5.3470756E-01,683606,  1.9228773E-03,  4.3850625E-02,  7.8998085E-04
663,  5.2641006E-01,690442,  1.9199940E-03,  4.3817736E-02,  7.8998085E-04
664,  5.2976465E-01,697346,  1.9171025E-03,  4.3784729E-02,  7.8998085E-04
665,  5.2371167E-01,704319,  1.9142746E-03,  4.3752424E-02,  7.8998085E-04
666,  5.2608160E-01,711362,  1.9114206E-03,  4.3719797E-02,  7.8998085E-04
667,  5.2887281E-01,718475,  1.9085561E-03,  4.3687024E-02,  7.8998085E-04
668,  5.2657524E-01,725659,  1.9057140E-03,  4.3654484E-02,  7.8998085E-04
669,  5.3257063E-01,732915,  1.9028773E-03,  4.3621982E-02,  7.8998085E-04
670,  5.3172733E-01,740244,  1.9000430E-03,  4.3589483E-02,  7.8998085E-04
671,  5.3680295E-01,747646,  1.8972854E-03,  4.3557839E-02,  7.8998085E-04
672,  5.2045094E-01,755122,  1.8945909E-03,  4.3526898E-02,  7.8998085E-04
673,  5.2978979E-01,762673,  1.8917757E-03,  4.3494548E-02,  7.8998085E-04
674,  5.2781547E-01,770299,  1.8889745E-03,  4.3462334E-02,  7.8998085E-04
675,  5.3103907E-01,778002,  1.8861785E-03,  4.3430156E-02,  7.8998085E-04
676,  5.2493223E-01,785782,  1.8834225E-03,  4.3398416E-02,  7.8998085E-04
677,  5.3021297E-01,793639,  1.8806408E-03,  4.3366356E-02,  7.8998085E-04
678,  5.3403814E-01,801575,  1.8778942E-03,  4.3334677E-02,  7.8998085E-04
679,  5.2492634E-01,809590,  1.8751627E-03,  4.3303149E-02,  7.8998085E-04
680,  5.2740543E-01,817685,  1.8724131E-03,  4.3271389E-02,  7.8998085E-04
681,  5.3264300E-01,825861,  1.8696760E-03,  4.3239750E-02,  7.8998085E-04
682,  5.2509888E-01,834119,  1.8669661E-03,  4.3208403E-02,  7.8998085E-04
683,  5.3331564E-01,842460,  1.8642514E-03,  4.3176977E-02,  7.8998085E-04
684,  5.2886470E-01,850884,  1.8615270E-03,  4.3145417E-02,  7.8998085E-04
685,  5.3074713E-01,859392,  1.8588109E-03,  4.3113929E-02,  7.8998085E-04
686,  5.2709772E-01,867985,  1.8561114E-03,  4.3082612E-02,  7.8998085E-04
687,  5.3263546E-01,876664,  1.8534219E-03,  4.3051387E-02,  7.8998085E-04
688,  5.2893451E-01,885430,  1.8507289E-03,  4.3020099E-02,  7.8998085E-04
689,  5.3140231E-01,894284,  1.8480468E-03,  4.2988915E-02,  7.8998085E-04
690,  5.3152315E-01,903226,  1.8453731E-03,  4.2957806E-02,  7.8998085E-04
691,  5.3494097E-01,912258,  1.8427415E-03,  4.2927165E-02,  7.8998085E-04
692,  5.3136847E-01,921380,  1.8400824E-03,  4.2896181E-02,  7.8998085E-04
693,  5.2734568E-01,930593,  1.8374355E-03,  4.2865318E-02,  7.8998085E-04
694,  5.3585328E-01,939898,  1.8348415E-03,  4.2835049E-02,  7.8998085E-04
695,  5.3031468E-01,949297,  1.8322018E-03,  4.2804227E-02,  7.8998085E-04
696,  5.2811759E-01,958789,  1.8295732E-03,  4.2773511E-02,  7.8998085E-04
697,  5.2471893E-01,968376,  1.8269847E-03,  4.2743241E-02,  7.8998085E-04
698,  5.2977423E-01,978059,  1.8243672E-03,  4.2712612E-02,  7.8998085E-04
699,  5.3156889E-01,987839,  1.8217620E-03,  4.2682104E-02,  7.8998085E-04
700,  5.2840230E-01,997717,  1.8191621E-03,  4.2651636E-02,  7.8998085E-04
701,  5.2708813E-01,1007694,  1.8165771E-03,  4.2621322E-02,  7.8998085E-04
702,  5.2750075E-01,1017770,  1.8139966E-03,  4.2591038E-02,  7.8998085E-04
703,  5.3023369E-01,1027947,  1.8114165E-03,  4.2560739E-02,  7.8998085E-04
704,  5.3187219E-01,1038226,  1.8088499E-03,  4.2530576E-02,  7.8998085E-04
705,  5.3002473E-01,1048608,  1.8062843E-03,  4.2500403E-02,  7.8998085E-04
706,  5.3078968E-01,1059094,  1.8037273E-03,  4.2470311E-02,  7.8998085E-04
707,  5.2942520E-01,1069684,  1.8011762E-03,  4.2440267E-02,  7.8998085E-04
708,  5.2832039E-01,1080380,  1.7986351E-03,  4.2410318E-02,  7.8998085E-04
709,  5.2722611E-01,1091183,  1.7961072E-03,  4.2380505E-02,  7.8998085E-04
710,  5.3145644E-01,1102094,  1.7935816E-03,  4.2350697E-02,  7.8998085E-04
711,  5.2668562E-01,1113114,  1.7910721E-03,  4.2321060E-02,  7.8998085E-04
712,  5.3751563E-01,1124245,  1.7886413E-03,  4.2292332E-02,  7.8998085E-04
713,  5.2674489E-01,1135487,  1.7861454E-03,  4.2262813E-02,  7.8998085E-04
714,  5.2977080E-01,1146841,  1.7836438E-03,  4.2233207E-02,  7.8998085E-04
715,  5.3456308E-01,1158309,  1.7811815E-03,  4.2204046E-02,  7.8998085E-04
716,  5.3149680E-01,1169892,  1.7786981E-03,  4.2174614E-02,  7.8998085E-04
717,  5.2939203E-01,1181590,  1.7762175E-03,  4.2145196E-02,  7.8998085E-04
718,  5.3452182E-01,1193405,  1.7737752E-03,  4.2116211E-02,  7.8998085E-04
719,  5.2497225E-01,1205339,  1.7713401E-03,  4.2087292E-02,  7.8998085E-04
720,  5.3381271E-01,1217392,  1.7689027E-03,  4.2058325E-02,  7.8998085E-04
721,  5.2002640E-01,1229565,  1.7665806E-03,  4.2030711E-02,  7.8998085E-04
722,  5.2391226E-01,1241860,  1.7641810E-03,  4.2002155E-02,  7.8998085E-04
723,  5.2617587E-01,1254278,  1.7617585E-03,  4.1973307E-02,  7.8998085E-04
724,  5.3329431E-01,1266820,  1.7593426E-03,  4.1944518E-02,  7.8998085E-04
725,  5.2390610E-01,1279488,  1.7569628E-03,  4.1916140E-02,  7.8998085E-04
726,  5.2839950E-01,1292282,  1.7545452E-03,  4.1887291E-02,  7.8998085E-04
727,  5.2820429E-01,1305204,  1.7521350E-03,  4.1858511E-02,  7.8998085E-04
728,  5.3260179E-01,1318256,  1.7497395E-03,  4.1829888E-02,  7.8998085E-04
729,  5.2757409E-01,1331438,  1.7473457E-03,  4.1801264E-02,  7.8998085E-04
730,  5.3054516E-01,1344752,  1.7449530E-03,  4.1772635E-02,  7.8998085E-04
731,  5.3190333E-01,1358199,  1.7425724E-03,  4.1744130E-02,  7.8998085E-04
732,  5.3036953E-01,1371781,  1.7401923E-03,  4.1715613E-02,  7.8998085E-04
733,  5.2545864E-01,1385498,  1.7378432E-03,  4.1687447E-02,  7.8998085E-04
734,  5.2447775E-01,1399353,  1.7355131E-03,  4.1659490E-02,  7.8998085E-04
735,  5.2758550E-01,1413346,  1.7331581E-03,  4.1631215E-02,  7.8998085E-04
736,  5.2875138E-01,1427479,  1.7308045E-03,  4.1602939E-02,  7.8998085E-04
737,  5.2633526E-01,1441753,  1.7284716E-03,  4.1574891E-02,  7.8998085E-04
738,  5.3107833E-01,1456170,  1.7261320E-03,  4.1546745E-02,  7.8998085E-04
739,  5.2706881E-01,1470731,  1.7238057E-03,  4.1518739E-02,  7.8998085E-04
740,  5.3104186E-01,1485438,  1.7214786E-03,  4.1490705E-02,  7.8998085E-04
741,  5.2926355E-01,1500292,  1.7191557E-03,  4.1462702E-02,  7.8998085E-04
742,  5.2657278E-01,1515294,  1.7168520E-03,  4.1434913E-02,  7.8998085E-04
743,  5.3092867E-01,1530446,  1.7145433E-03,  4.1407045E-02,  7.8998085E-04
744,  5.2639424E-01,1545750,  1.7122536E-03,  4.1379386E-02,  7.8998085E-04
745,  5.3111401E-01,1561207,  1.7099579E-03,  4.1351638E-02,  7.8998085E-04
746,  5.2947158E-01,1576819,  1.7076658E-03,  4.1323914E-02,  7.8998085E-04
747,  5.2884478E-01,1592587,  1.7053808E-03,  4.1296257E-02,  7.8998085E-04
748,  5.2796837E-01,1608512,  1.7031049E-03,  4.1268692E-02,  7.8998085E-04
749,  5.2874300E-01,1624597,  1.7008323E-03,  4.1241148E-02,  7.8998085E-04
750,  5.2787706E-01,1640843,  1.6985690E-03,  4.1213699E-02,  7.8998085E-04
751,  5.2837834E-01,1657251,  1.6963096E-03,  4.1186279E-02,  7.8998085E-04
752,  5.3182348E-01,1673823,  1.6940598E-03,  4.1158958E-02,  7.8998085E-04
753,  5.2537456E-01,1690561,  1.6918349E-03,  4.1131921E-02,  7.8998085E-04
754,  5.2697410E-01,1707466,  1.6896009E-03,  4.1104755E-02,  7.8998085E-04
755,  5.2611459E-01,1724540,  1.6873800E-03,  4.1077731E-02,  7.8998085E-04
756,  5.2997649E-01,1741785,  1.6851481E-03,  4.1050555E-02,  7.8998085E-04
757,  5.3179503E-01,1759202,  1.6829279E-03,  4.1023504E-02,  7.8998085E-04
758,  5.2835476E-01,1776794,  1.6807100E-03,  4.0996463E-02,  7.8998085E-04
759,  5.2976699E-01,1794561,  1.6784956E-03,  4.0969447E-02,  7.8998085E-04
760,  5.2867973E-01,1812506,  1.6762884E-03,  4.0942501E-02,  7.8998085E-04
761,  5.2569770E-01,1830631,  1.6741066E-03,  4.0915847E-02,  7.8998085E-04
762,  5.2571906E-01,1848937,  1.6719302E-03,  4.0889243E-02,  7.8998085E-04
763,  5.2860748E-01,1867426,  1.6697404E-03,  4.0862457E-02,  7.8998085E-04
764,  5.3055125E-01,1886100,  1.6675559E-03,  4.0835718E-02,  7.8998085E-04
765,  5.3355772E-01,1904961,  1.6653957E-03,  4.0809260E-02,  7.8998085E-04
766,  5.2566275E-01,1924010,  1.6632426E-03,  4.0782872E-02,  7.8998085E-04
767,  5.3402483E-01,1943250,  1.6610988E-03,  4.0756579E-02,  7.8998085E-04
768,  5.2856215E-01,1962682,  1.6589375E-03,  4.0730057E-02,  7.8998085E-04
769,  5.2417299E-01,1982308,  1.6568196E-03,  4.0704049E-02,  7.8998085E-04
770,  5.2714684E-01,2002131,  1.6546762E-03,  4.0677711E-02,  7.8998085E-04
771,  5.2730159E-01,2022152,  1.6525373E-03,  4.0651412E-02,  7.8998085E-04
772,  5.3028231E-01,2042373,  1.6503972E-03,  4.0625081E-02,  7.8998085E-04
773,  5.2714474E-01,2062796,  1.6482704E-03,  4.0598897E-02,  7.8998085E-04
774,  5.2518015E-01,2083424,  1.6461668E-03,  4.0572981E-02,  7.8998085E-04
775,  5.2880236E-01,2104258,  1.6440437E-03,  4.0546808E-02,  7.8998085E-04
776,  5.3078394E-01,2125300,  1.6419267E-03,  4.0520695E-02,  7.8998085E-04
777,  5.2851204E-01,2146553,  1.6398152E-03,  4.0494632E-02,  7.8998085E-04
778,  5.2868071E-01,2168018,  1.6377087E-03,  4.0468614E-02,  7.8998085E-04
779,  5.3325168E-01,2189698,  1.6356230E-03,  4.0442836E-02,  7.8998085E-04
780,  5.2249766E-01,2211595,  1.6335917E-03,  4.0417715E-02,  7.8998085E-04
781,  5.2895407E-01,2233711,  1.6315007E-03,  4.0391839E-02,  7.8998085E-04
782,  5.2649487E-01,2256048,  1.6294271E-03,  4.0366163E-02,  7.8998085E-04
783,  5.2694700E-01,2278608,  1.6273554E-03,  4.0340493E-02,  7.8998085E-04
784,  5.2907368E-01,2301394,  1.6252801E-03,  4.0314763E-02,  7.8998085E-04
785,  5.3057933E-01,2324408,  1.6232108E-03,  4.0289090E-02,  7.8998085E-04
786,  5.2394701E-01,2347652,  1.6211869E-03,  4.0263965E-02,  7.8998085E-04
787,  5.3072989E-01,2371128,  1.6191284E-03,  4.0238395E-02,  7.8998085E-04
788,  5.2854302E-01,2394839,  1.6170752E-03,  4.0212874E-02,  7.8998085E-04
789,  5.2391214E-01,2418787,  1.6150672E-03,  4.0187899E-02,  7.8998085E-04
790,  5.2666593E-01,2442974,  1.6130339E-03,  4.0162593E-02,  7.8998085E-04
791,  5.2750573E-01,2467403,  1.6110004E-03,  4.0137269E-02,  7.8998085E-04
792,  5.2584505E-01,2492077,  1.6089843E-03,  4.0112146E-02,  7.8998085E-04
793,  5.2707373E-01,2516997,  1.6069634E-03,  4.0086949E-02,  7.8998085E-04
794,  5.3173757E-01,2542167,  1.6049452E-03,  4.0061768E-02,  7.8998085E-04
795,  5.2790726E-01,2567588,  1.6029301E-03,  4.0036610E-02,  7.8998085E-04
796,  5.2796444E-01,2593263,  1.6009198E-03,  4.0011496E-02,  7.8998085E-04
797,  5.3116612E-01,2619195,  1.5989141E-03,  3.9986424E-02,  7.8998085E-04
798,  5.2639133E-01,2645387,  1.5969235E-03,  3.9961525E-02,  7.8998085E-04
799,  5.2905882E-01,2671840,  1.5949252E-03,  3.9936515E-02,  7.8998085E-04
800,  5.2833433E-01,2698558,  1.5929336E-03,  3.9911572E-02,  7.8998085E-04
